Code vooropleiding oorspr. code|Onderwijssector|Omschrijving vooropleiding oorspr. code
10035|MBO|Medewerker Logistiek Management - Fysieke Distibutie (middenkaderopleiding)
10036|MBO|Commercieel Medewerker Marketing en Communicatie (middenkaderopleiding)
10037|MBO|Commercieel Medewerker Banken (middenkaderopleiding)
10038|MBO|Commercieel Medewerker Verzekeringen (middenkaderopleiding)
10039|MBO|Administrateur (middenkaderopleiding)
10040|MBO|Directiesecretaresse / Management Assistent (middenkaderopleiding)
10041|MBO|Medewerker Beheer Informatiesystemen (vakopleiding)
10042|MBO|Logistiek Medewerker Material Management (vakopleiding)
10043|MBO|Logistiek Medewerker Fysieke Distributie (vakopleiding)
10044|MBO|Commercieel Medewerker Binnendienst (vakopleiding)
10045|MBO|Bedrijfsadministratief Medewerker (basisberoepsopleiding)
10046|MBO|Secretaresse (vakopleiding)
10047|MBO|Beveiligingsmedewerker (basisberoepsopleiding)
10048|MBO|Commercieel Administratief Medewerker (basisberoepsopleiding)
10049|MBO|Boekhoudkundig Medewerker (vakopleiding)
10050|MBO|Secretarieel Medewerker (basisberoepsopleiding)
10051|MBO|Algemeen Beveiligingsmedewerker (assistentenopleiding)
10052|MBO|Toezichthouder (assistentenopleiding)
10053|MBO|Administratief Medewerker (assistentenopleiding)
10054|MBO|Werktuigbouwkunde (middenkaderopleiding)
10055|MBO|Werktuigbouwkunde (vakopleiding)
10056|MBO|Vliegtuigonderhoudstechnicus Avionica (JAR-cat. B2) (middenkaderopleiding)
10057|MBO|Vliegtuigonderhoudstechnicus Mechanisch (JAR-cat. B1) (middenkaderopleiding)
10058|MBO|Vliegtuigbouwkunde (middenkaderopleiding)
10059|MBO|Vliegtuigonderhoudsmonteur Modificatie en Reparatie (vakopleiding)
10060|MBO|Vliegtuigmonteur (basisberoepsopleiding)
10061|MBO|Vliegtuigonderhoudsmonteur (basisberoepsopleiding)
10062|MBO|Vliegtuigbouwer Kunststoffen (basisberoepsopleiding)
10063|MBO|Vliegtuigbouwer Metaal (basisberoepsopleiding)
10064|MBO|Bank- en Plaatwerker Vliegtuigbouwkunde (basisberoepsopleiding)
10065|MBO|Modelmaker Hout/Kunststof (basisberoepsopleiding)
10066|MBO|Gieterijmedewerker (basisberoepsopleiding)
10067|MBO|Werktuigbouwkundig Tekenaar/Constructeur (specialistenopleiding)
10068|MBO|Kaderfunctionaris (specialistenopleiding)
10069|MBO|Technisch Bedrijfsleider (specialistenopleiding)
10070|MBO|Werktuigbouwkundig Tekenaar (vakopleiding)
10071|MBO|Aankomend Werktuigbouwkundig Tekenaar (basisberoepsopleiding)
10072|MBO|Landbouwtechniek (middenkaderopleiding)
10073|MBO|Onderhoudstechnicus Elektro en Instrumentatie (middenkaderopleiding)
10074|MBO|Onderhoudstechnicus Instrumentatie (specialistenopleiding)
10075|MBO|Petroleum, Gas- en Onderhoudstechniek (middenkaderopleiding)
10076|MBO|Operationele Techniek (middenkaderopleiding)
10077|MBO|Onderhoudstechnicus Werktuigbouw (specialistenopleiding)
10078|MBO|Eerste Monteur Landbouwmechanisatietechniek (vakopleiding)
10079|MBO|Onderhoudsmonteur Elektro en Instrumentatie (vakopleiding)
10080|MBO|Eerste Productietechnisch Vakkracht (vakopleiding)
10081|MBO|Programmeur Robots (vakopleiding)
10082|MBO|Eerste Monteur Industrieel Onderhoud (vakopleiding)
10083|MBO|Monteur Landbouwmechanisatietechniek (basisberoepsopleiding)
10084|MBO|Landbouwmachine-Chauffeur/Monteur (basisberoepsopleiding)
10085|MBO|Installatiemonteur Elektro en Instrumentatie (basisberoepsopleiding)
10086|MBO|Productietechnisch Vakkracht (basisberoepsopleiding)
10087|MBO|Assemblage Vakkracht (basisberoepsopleiding)
10088|MBO|Operationele Techniek (basisberoepsopleiding)
10089|MBO|Monteur Montage/Onderhoud (basisberoepsopleiding)
10090|MBO|Assistent Productietechnisch Vakkracht (assistentenopleiding)
10091|MBO|Assistent Bankwerker Montage (assistentenopleiding)
10092|MBO|Research-Instrumentmaker Optiek (middenkaderopleiding)
10093|MBO|Research-Instrumentmaker Lasertechniek (middenkaderopleiding)
10094|MBO|Research-Instrumentmaker Glas (middenkaderopleiding)
10095|MBO|Research-Instrumentenmaker Metaal (middenkaderopleiding)
10096|MBO|Fijnmechanische Techniek (middenkaderopleiding)
10097|MBO|Programmeur/Verspaner CNC (vakopleiding)
10098|MBO|Slijper (vakopleiding)
10099|MBO|Gereedschapmaker (vakopleiding)
10100|MBO|Machinaal Verspaner (vakopleiding)
10101|MBO|Machinaal Verspaner CNC (basisberoepsopleiding)
10102|MBO|Slijper (basisberoepsopleiding)
10103|MBO|Instrumentmaker (basisberoepsopleiding)
10104|MBO|Graveur (basisberoepsopleiding)
10105|MBO|Machinebankwerker Werktuigbouw (basisberoepsopleiding)
10106|MBO|Machinebankwerker Fijnmechanisch (basisberoepsopleiding)
10107|MBO|Machinaal Verspaner (basisberoepsopleiding)
10108|MBO|Frezer (basisberoepsopleiding)
10109|MBO|Draaier (basisberoepsopleiding)
10110|MBO|Assistent Machinaal Verspaner (assistentenopleiding)
10111|MBO|Scheepsbouwer (vakopleiding)
10112|MBO|Opmeter/Werkvoorbereider Industriele Isolatie (vakopleiding)
10113|MBO|Plaatwerker (vakopleiding)
10114|MBO|Constructie- en Apparatenbouwer (vakopleiding)
10115|MBO|Scheepsmetaalbewerker (basisberoepsopleiding)
10116|MBO|Isoleerder/Plaatwerker (basisberoepsopleiding)
10117|MBO|Pijpenbewerker (basisberoepsopleiding)
10118|MBO|Plaatwerker (basisberoepsopleiding)
10119|MBO|Forceur (basisberoepsopleiding)
10120|MBO|Bankwerker Aluminium Ramen (basisberoepsopleiding)
10121|MBO|Constructiebankwerker/Lasser (basisberoepsopleiding)
10122|MBO|Plaat- en Constructiewerker (basisberoepsopleiding)
10123|MBO|Productiemedewerker Plaatwerken (assistentenopleiding)
10124|MBO|Assistent Constructiewerker/Lasser (assistentenopleiding)
10125|MBO|Metaalkunde (middenkaderopleiding)
10126|MBO|Booglassen (basisberoepsopleiding)
10127|MBO|Aspirant-Lasser (assistentenopleiding)
10128|MBO|Middenkaderopleiding Verkeer- en Stedebouwkunde (middenkaderopleiding)
10129|MBO|Middenkaderopleiding Afbouw (middenkaderopleiding)
10130|MBO|Middenkaderopleiding Bouwkunde (middenkaderopleiding)
10131|MBO|Assistent Uitvoerder Burger en Utiliteitsbouw (middenkaderopleiding)
10132|MBO|Restauratiemedewerker (specialistenopleiding)
10133|MBO|Kaderfunctionaris Betontimmerbedrijven (specialistenopleiding)
10134|MBO|Kaderfunctionaris Tegelzetbedrijven (specialistenopleiding)
10135|MBO|Kaderfunctionaris Betonstaalverwerkingsbedrijven (specialistenopleiding)
10136|MBO|Kaderfunctionaris Natuursteenbedrijf (specialistenopleiding)
10137|MBO|Vakkracht Bouwtechniek (vakopleiding)
10138|MBO|Restauratietimmerkracht (vakopleiding)
10139|MBO|Voortgezette Dakdekker (specialistenopleiding)
10140|MBO|Voortgezette Metselaar (vakopleiding)
10141|MBO|Voortgezette Timmerkracht (vakopleiding)
10142|MBO|Vakkracht Houtskeletbouw (basisberoepsopleiding)
10143|MBO|Betonreparateur (basisberoepsopleiding)
10144|MBO|Natuursteenbewerker (basisberoepsopleiding)
10145|MBO|Primaire Dakdekker (basisberoepsopleiding)
10146|MBO|Betonmodelmaker (basisberoepsopleiding)
10147|MBO|Ovenbouwmetselaar (basisberoepsopleiding)
10148|MBO|Voeger (basisberoepsopleiding)
10149|MBO|Betontimmerkracht (basisberoepsopleiding)
10150|MBO|Betonstaalverwerker (basisberoepsopleiding)
10151|MBO|Tegelzetter (basisberoepsopleiding)
10152|MBO|Primaire Metselaar (basisberoepsopleiding)
10153|MBO|Primaire Timmerkracht (basisberoepsopleiding)
10154|MBO|Hulpvakkracht (basisberoepsopleiding)
10155|MBO|Vormgever Reclame, Presentatie en Communicatie (middenkaderopleiding)
10156|MBO|Medewerker Toegepaste Vormgeving (basisberoepsopleiding)
10157|MBO|Chef Lakkerij (specialistenopleiding)
10158|MBO|Vakkracht Industriele Lakverwerking Metaal (vakopleiding)
10159|MBO|Vakkracht Industriele Lakverwerking Hout (vakopleiding)
10160|MBO|Industriele Lakverwerker Metaal (basisberoepsopleiding)
10161|MBO|Industriele Lakverwerker Hout (basisberoepsopleiding)
10162|MBO|Metaalconserveerder (basisberoepsopleiding)
10163|MBO|Assistent Metaalconserveerder (assistentenopleiding)
10164|MBO|Assistent Industriele Lakverwerker (assistentenopleiding)
10165|MBO|Uitvoerder (specialistenopleiding)
10166|MBO|Restauratiestukadoor (specialistenopleiding)
10167|MBO|Gezel Stukadoor (vakopleiding)
10168|MBO|Betonreparateur (basisberoepsopleiding)
10169|MBO|Dekvloerenlegger (basisberoepsopleiding)
10170|MBO|Monteur Systeemwanden en -Plafonds (basisberoepsopleiding)
10171|MBO|Stukadoor (basisberoepsopleiding)
10172|MBO|Ondernemer Bescherming en Afwerking (middenkaderopleiding)
10173|MBO|Specialist Wandafwerking (specialistenopleiding)
10174|MBO|Restauratieschilder (specialistenopleiding)
10175|MBO|Gezel Schilder (vakopleiding)
10176|MBO|Gezel Glaszetter (vakopleiding)
10177|MBO|Glaszetter (basisberoepsopleiding)
10178|MBO|Schilder (basisberoepsopleiding)
10179|MBO|Commercieel Bedrijfsleider/Ondernemer Kleinbedrijf (middenkaderopleiding)
10180|MBO|Commercieel Bedrijfsleider/Ondernemer Mobiele Werktuigen (middenkaderopleiding)
10181|MBO|Diagnosetechnicus Bedrijfsauto's (specialistenopleiding)
10182|MBO|Diagnosetechnicus Personenauto's (specialistenopleiding)
10183|MBO|Commercieel Bedrijfsleider/Ondernemer Middelgroot Bedrijf (middenkaderopleiding)
10184|MBO|Management autobedrijf (middenkaderopleiding)
10185|MBO|Eerste Bedrijfsauto-Elektrotechnicus (specialistenopleiding)
10186|MBO|Eerste Auto-elektrotechnicus (specialistenopleiding)
10187|MBO|Middenkaderfunctionaris Carrosseriebedrijf (specialistenopleiding)
10188|MBO|Middenkaderf. Autoschadeherstelbedrijf c.q. Autospuitbedrijf (specialistenopleiding)
10189|MBO|Werkplaatsmanager Bedrijfsauto's (specialistenopleiding)
10190|MBO|Servicemanager Bedrijfsauto's (middenkaderopleiding)
10191|MBO|Werkplaatsmanager Personenauto's (specialistenopleiding)
10192|MBO|Servicemanager Personenauto's (middenkaderopleiding)
10193|MBO|Onderdelenmanager (specialistenopleiding)
10194|MBO|Praktijkinstructeur (specialistenopleiding)
10195|MBO|Verkoopleider Bedrijfsauto's (middenkaderopleiding)
10196|MBO|Verkoopleider Personenauto's (middenkaderopleiding)
10197|MBO|Verkoper Bedrijfsauto's (vakopleiding)
10198|MBO|Verkoper Personenauto's (vakopleiding)
10199|MBO|Eerste Autospuiter (vakopleiding)
10200|MBO|Eerste Autoschadehersteller (vakopleiding)
10201|MBO|Eerste Caravanhersteller (vakopleiding)
10202|MBO|Eerste Carrosseriebouwer (vakopleiding)
10203|MBO|Eerste Motorfietstechnicus (vakopleiding)
10204|MBO|Eerste Dieselmotortechnicus (vakopleiding)
10205|MBO|Eerste Bedrijfsautotechnicus (vakopleiding)
10206|MBO|Eerste Autotechnicus (vakopleiding)
10207|MBO|Eerste Verkoper Tankstation (basisberoepsopleiding)
10208|MBO|Onderdelenadviseur (basisberoepsopleiding)
10209|MBO|Auto-Elektricien (basisberoepsopleiding)
10210|MBO|Autodemontagetechnicus (basisberoepsopleiding)
10211|MBO|Assemblagetechnicus (basisberoepsopleiding)
10212|MBO|Carrosseriebouwer (basisberoepsopleiding)
10213|MBO|Dieselmotortechnicus (basisberoepsopleiding)
10214|MBO|Revisietechnicus (basisberoepsopleiding)
10215|MBO|Autospuiter (basisberoepsopleiding)
10216|MBO|Voertuiginterieurbouwer (basisberoepsopleiding)
10217|MBO|Autoschadehersteller (basisberoepsopleiding)
10218|MBO|Caravanhersteller (basisberoepsopleiding)
10219|MBO|Motorfietstechnicus (basisberoepsopleiding)
10220|MBO|Bromfietstechnicus (basisberoepsopleiding)
10221|MBO|Fietstechnicus (basisberoepsopleiding)
10222|MBO|Bedrijfsautotechnicus (basisberoepsopleiding)
10223|MBO|Autotechnicus (basisberoepsopleiding)
10224|MBO|Verkoper Tankstation (assistentenopleiding)
10225|MBO|Aankomend Voorbewerker (assistentenopleiding)
10226|MBO|Assistent Autotechnicus (assistentenopleiding)
10227|MBO|Middenkaderfunct. Kantoor Automatiseringstechniek (MK-TKA) (middenkaderopleiding)
10228|MBO|Middenkaderfunct. Productie Automatiseringstechniek (MK-TPA) (middenkaderopleiding)
10229|MBO|Middenkaderfuctionaris Computer Interfacetechniek (MK-CIT) (middenkaderopleiding)
10230|MBO|Middenkaderfunctionaris Telematica (MK-TMA) (middenkaderopleiding)
10231|MBO|Technicus Communicatiesystemen (TCS) (specialistenopleiding)
10232|MBO|Middenkaderfunctionaris Automatiserings Elektronica (MK-AEC) (middenkaderopleiding)
10233|MBO|Technicus Consumentenelektronica (TCE) (specialistenopleiding)
10234|MBO|Middenkaderfunctionaris Vliegtuigelektronicatechniek (MK-VET) (middenkaderopleiding)
10235|MBO|Middenkaderfunctionaris Automatiserings Energietechniek (MK-AEN) (middenkaderopleiding)
10236|MBO|Technicus Elektrische Bedrijfsinstallaties (TBI) (specialistenopleiding)
10237|MBO|Middenkaderf. Elektrotechnische Install. techniek (MK-EIT) (middenkaderopleiding)
10238|MBO|Technicus Sterkstroominstallaties (TSI) (specialistenopleiding)
10239|MBO|Technicus Middenspanningsinstallaties (TMI) (specialistenopleiding)
10240|MBO|Eerste Monteur Communicatienetten (EMCN) (vakopleiding)
10241|MBO|Eerste Monteur Communicatie-Installaties (EMCI) (vakopleiding)
10242|MBO|Eerste Monteur Consumentenelektronica (EMCE) (vakopleiding)
10243|MBO|Eerste Monteur Industriele Elektronica (EMIE) (vakopleiding)
10244|MBO|Eerste Monteur Witgoedapparaten (EMWA) (vakopleiding)
10245|MBO|Eerste Monteur Elektrotechnische Panelen (EMEP) (vakopleiding)
10246|MBO|Eerste Monteur Elektrische Vliegtuiginstallaties (EMVI) (vakopleiding)
10247|MBO|Eerste Monteur Elektro en Instrumentatie (EMEI) (vakopleiding)
10248|MBO|Eerste Monteur Elektrische Bedrijfsinstallaties (EMBI) (vakopleiding)
10249|MBO|Eerste Monteur Sterkstroominstallaties (EMSI) (vakopleiding)
10250|MBO|Eerste Monteur Middenspanningsinstallaties (EMMI) (vakopleiding)
10251|MBO|Eerste Monteur Laagspanningsnetten (EMLN) (vakopleiding)
10252|MBO|Monteur Communicatienetten (MCN) (basisberoepsopleiding)
10253|MBO|Monteur Communicatie-Installaties (MCI) (basisberoepsopleiding)
10254|MBO|Monteur Consumentenelektronica (MCE) (basisberoepsopleiding)
10255|MBO|Monteur Industriele Elektronica (MIE) (basisberoepsopleiding)
10256|MBO|Monteur Witgoedapparaten (MWA) (basisberoepsopleiding)
10257|MBO|Monteur Elektrotechnisch Wikkelen (MEW) (basisberoepsopleiding)
10258|MBO|Monteur Elektrotechnische Panelen (MEP) (basisberoepsopleiding)
10259|MBO|Monteur Elektrische Vliegtuiginstallaties (MVI) (basisberoepsopleiding)
10260|MBO|Monteur Elektrische Bedrijfsinstallaties (MBI) (basisberoepsopleiding)
10261|MBO|Monteur Sterkstroominstallaties (MSI) (basisberoepsopleiding)
10262|MBO|Monteur Middenspanningsinstallaties (MMI) (basisberoepsopleiding)
10263|MBO|Monteur Laagspanningsnetten (MLN) (basisberoepsopleiding)
10264|MBO|Assistent Monteur Montage Elektronica Componenten (AMME) (assistentenopleiding)
10265|MBO|Assistent Monteur Assemblage Elektro Componenten (AMAE) (assistentenopleiding)
10266|MBO|Assistent Monteur Elektrische Vliegtuiginstallaties (AMVI) (assistentenopleiding)
10267|MBO|Assistent Monteur Nieuwbouwinstallaties (AMNI) (assistentenopleiding)
10268|MBO|Assistent Monteur Laagspanningsnetten (AMLN) (assistentenopleiding)
10269|MBO|Specialist Aanpassingen aan Confectieschoenen (overige opleiding)
10270|MBO|Ondernemer/Manager Schoenherstellersbedrijf (overige opleiding)
10271|MBO|Schoenconsulent (overige opleiding)
10272|MBO|Ondernemer/Manager Schoendetailhandelbedrijf (overige opleiding)
10273|MBO|Vakbekwaam Hersteller Schoenen en Lederwaren (vakopleiding)
10274|MBO|Hoofdverkoper Schoendetailhandel (vakopleiding)
10275|MBO|Gezel Hersteller Schoenen en Lederwaren (basisberoepsopleiding)
10276|MBO|Verkoopmedewerker Schoendetailhandel (basisberoepsopleiding)
10277|MBO|Assistent Schoenhersteller (assistentenopleiding)
10278|MBO|Assistent Schoenenverkoper (assistentenopleiding)
10279|MBO|Kaderfunctionaris Schoenen en Lederwaren (middenkaderopleiding)
10280|MBO|Industrieel Lederwarenvervaardiger (vakopleiding)
10281|MBO|Ontwerper Modelleur (vakopleiding)
10282|MBO|Industrieel Schoenmaker (vakopleiding)
10283|MBO|Tassenvervaardiger (basisberoepsopleiding)
10284|MBO|Klein Lederwarenvervaardiger (basisberoepsopleiding)
10285|MBO|Assembleur (basisberoepsopleiding)
10286|MBO|Stikker (basisberoepsopleiding)
10287|MBO|Stanzer (basisberoepsopleiding)
10288|MBO|Assistent Schoenen & Lederwaren (assistentenopleiding)
10289|MBO|Graveur/Ondernemer (middenkaderopleiding)
10290|MBO|Graveur (vakopleiding)
10291|MBO|Gezel Pianotechnicus (vakopleiding)
10292|MBO|Assistent Pianotechnicus (basisberoepsopleiding)
10293|MBO|Juwelier/Ondernemer (middenkaderopleiding)
10294|MBO|Uurwerktechnicus/Ondernemer (middenkaderopleiding)
10295|MBO|Zilversmid/Ondernemer (middenkaderopleiding)
10296|MBO|Goudsmid/Ondernemer (middenkaderopleiding)
10297|MBO|Juwelier (vakopleiding)
10298|MBO|Uurwerktechnicus (vakopleiding)
10299|MBO|Zilversmid (vakopleiding)
10300|MBO|Goudsmid (vakopleiding)
10301|MBO|Aspirant Juwelier (basisberoepsopleiding)
10302|MBO|Atelier Uurwerktechnicus (basisberoepsopleiding)
10303|MBO|Productiemedewerker Goud- en Zilversmeden (basisberoepsopleiding)
10304|MBO|Specialist Scoliose Orthesen (overige opleiding)
10305|MBO|Specialist Heup-, Knie-, Enkel-, Voetprothesen (overige opleiding)
10306|MBO|Specialist Armprothesen (overige opleiding)
10307|MBO|Ondernemer/Manager Orthopedisch Instrumentmaker/bandagist (overige opleiding)
10308|MBO|Paskamermedewerker Orthopedisch/Instrumentmaker en-bandagist (specialistenopleiding)
10309|MBO|Orthopedisch Bandagist (vakopleiding)
10310|MBO|Orthopedisch Instrumentmaker (vakopleiding)
10311|MBO|Assistent Orthopedisch Bandagist (basisberoepsopleiding)
10312|MBO|Assistent Orthopedisch Instrumentenmaker (basisberoepsopleiding)
10313|MBO|Orthopedisch Technisch Vakkracht (assistentenopleiding)
10314|MBO|Orthopedisch Schoentechnicus (middenkaderopleiding)
10315|MBO|Ondernemer/Manager Orthopedisch Schoentechniek (overige opleiding)
10316|MBO|Paskamermedewerker Orthopedische Schoentechniek (vakopleiding)
10317|MBO|Vervaardiger Orthopedische Voorzieningen Onderbeen/Voet (basisberoepsopleiding)
10318|MBO|Onderwerkmaker (basisberoepsopleiding)
10319|MBO|Schachtenmaker (basisberoepsopleiding)
10320|MBO|Leestenmaker (basisberoepsopleiding)
10321|MBO|Orthopedisch Schoentechnisch Vakkracht (assistentenopleiding)
10322|MBO|Ondernemer/Manager Adaptietechnieken (overige opleiding)
10323|MBO|Adaptietechnicus Auto-Aanpassingen (vakopleiding)
10324|MBO|Adaptietechnicus Algemeen (vakopleiding)
10325|MBO|Tandprotheticus (overige opleiding)
10326|MBO|Manager/Ondernemer Tandtechnicus (overige opleiding)
10327|MBO|Specialist Orthodontie (specialistenopleiding)
10328|MBO|Specialist Kroon- en Brugwerk (specialistenopleiding)
10329|MBO|Specialist Partiele Prothese (specialistenopleiding)
10330|MBO|Specialist Volledige Prothese (specialistenopleiding)
10331|MBO|Tandtechnicus (vakopleiding)
10332|MBO|Assistent Tandtechnicus (basisberoepsopleiding)
10333|MBO|Opticien/Ondernemer (middenkaderopleiding)
10334|MBO|Opticien (vakopleiding)
10335|MBO|Assistent Opticien (basisberoepsopleiding)
10336|MBO|Verkoopmedewerker Optiekbedrijf (assistentenopleiding)
10337|MBO|Vakbekwaam Audicien (vakopleiding)
10338|MBO|Assistent Audicien (basisberoepsopleiding)
10339|MBO|Praktijkopleiders/Voorlieden (specialistenopleiding)
10340|MBO|Grafisch Management (middenkaderopleiding)
10341|MBO|Multimedia Vormgever (middenkaderopleiding)
10342|MBO|Grafisch Vormgever (middenkaderopleiding)
10343|MBO|Grafisch Intermediair (middenkaderopleiding)
