Opleidingscode|ISCEDF2013-detailgroep|ISCEDF2013-detailgroep omschrijving|ISCEDF2013-rubriek|ISCEDF2013-rubriek omschrijving
06991|0511|biologie|051102|moleculaire wetenschappen
06992|0413|management bedrijfs- en personeelswetenschappen|041308|bedrijfstechniek, technische bedrijfsvoering
06993|0732|bouwkunde en civiele techniek|073201|weg- en waterbouw
06994|0413|management bedrijfs- en personeelswetenschappen|041308|bedrijfstechniek, technische bedrijfsvoering
06995|0413|management bedrijfs- en personeelswetenschappen|041301|bestuurskunde algemeen
06998|0322|bibliotheek, documentaire informatievoorziening|032201|bibliotheek, archief
07003|0114|lerarenopleiding algemene en beroepsgerichte vakken|011406|klassieke talen
07004|0114|lerarenopleiding algemene en beroepsgerichte vakken|011401|nederlands
07006|0114|lerarenopleiding algemene en beroepsgerichte vakken|011404|frans
07008|0114|lerarenopleiding algemene en beroepsgerichte vakken|011405|spaans
07010|0114|lerarenopleiding algemene en beroepsgerichte vakken|011403|duits
07011|0114|lerarenopleiding algemene en beroepsgerichte vakken|011402|engels
07034|0114|lerarenopleiding algemene en beroepsgerichte vakken|011408|geschiedenis
07084|0223|filosofie en ethiek|022301|filosofie
07151|0114|lerarenopleiding algemene en beroepsgerichte vakken|011416|wiskunde
07155|0114|lerarenopleiding algemene en beroepsgerichte vakken|011418|natuur-, scheikunde
07156|0114|lerarenopleiding algemene en beroepsgerichte vakken|011418|natuur-, scheikunde
07157|0916|farmacie|091601|farmacie
07161|0114|lerarenopleiding algemene en beroepsgerichte vakken|011419|biologie
07401|0114|lerarenopleiding algemene en beroepsgerichte vakken|011422|economie
07404|0411|financieel management en belastingen|041101|financieel management en administratie
07551|0912|geneeskunde|091201|(huis)arts, specialist, geneeskunde
07553|0114|lerarenopleiding algemene en beroepsgerichte vakken|011426|medisch, paramedisch
07560|0911|tandheelkunde|091101|tandarts
07570|0841|diergeneeskunde en -verzorging|084101|diergeneeskunde en -verzorging
07581|0114|lerarenopleiding algemene en beroepsgerichte vakken|011426|medisch, paramedisch
07582|0114|lerarenopleiding algemene en beroepsgerichte vakken|011426|medisch, paramedisch
07583|0114|lerarenopleiding algemene en beroepsgerichte vakken|011426|medisch, paramedisch
07584|0114|lerarenopleiding algemene en beroepsgerichte vakken|011426|medisch, paramedisch
07585|0114|lerarenopleiding algemene en beroepsgerichte vakken|011426|medisch, paramedisch
07601|0114|lerarenopleiding algemene en beroepsgerichte vakken|011411|maatschappijleer
07616|0114|lerarenopleiding algemene en beroepsgerichte vakken|011411|maatschappijleer
09008|0914|medische diagnostiek en medische technologie|091401|biomedische laboratoriumtechniek
09009|0613|softwareontwikkeling en systeemanalyse|061305|bedrijfsinformatica
09010|0711|scheikundige technologie en procestechniek|071102|procestechniek
09011|1011|huishoudkunde, facilitaire dienstverlening en reiniging|101102|facilitaire dienstverlening
09012|0923|maatschappelijk werk en beroepskeuzewerk|092303|sociaal-maatschappelijke dienstverlening
09013|0921|gehandicaptenzorg voor volwassenen en bejaarden- en gezinszorg|092103|gehandicaptenzorg, sociaal-pedagogisch werk
09014|0411|financieel management en belastingen|041101|financieel management en administratie
09015|0413|management bedrijfs- en personeelswetenschappen|041306|personeelswerk
09016|0411|financieel management en belastingen|041101|financieel management en administratie
09017|0414|marketing en public relations|041401|marketing, commerciele economie
09018|1041|transport en logistiek|104101|(transport en) logistiek algemeen
09019|0321|journalistiek|032102|communicatiewetenschappen
09020|0311|economie en econometrie|031101|economie
09021|0521|milieu|052101|milieukunde
09022|0321|journalistiek|032101|journalistiek
09023|0413|management bedrijfs- en personeelswetenschappen|041302|juridische bestuurskunde
09024|1041|transport en logistiek|104101|(transport en) logistiek algemeen
09100|0114|lerarenopleiding algemene en beroepsgerichte vakken|011413|beeldende kunst, expressie, vormgeving
09101|0211|audiovisuele techniek en mediaproductie|021102|grafisch ontwerpen
09102|0723|textiel-, kleding-, schoenen-, en leervervaardiging|072301|maatkleding, confectie
09103|0215|muziek en theater|021502|theater
09104|0215|muziek en theater|021501|muziek
09105|0215|muziek en theater|021501|muziek
09106|0211|audiovisuele techniek en mediaproductie|021103|multimediadesign en mediatechnologie
09107|0211|audiovisuele techniek en mediaproductie|021103|multimediadesign en mediatechnologie
09108|0313|psychologie|031302|psychotherapie
09110|0213|beeldende kunst, kunstgeschiedenis|021302|beeldende kunst
09111|0213|beeldende kunst, kunstgeschiedenis|021302|beeldende kunst
09112|0114|lerarenopleiding algemene en beroepsgerichte vakken|011414|muziek
09113|0213|beeldende kunst, kunstgeschiedenis|021302|beeldende kunst
09114|0215|muziek en theater|021502|theater
09115|0912|geneeskunde|091201|(huis)arts, specialist, geneeskunde
09201|1032|openbare orde en veiligheid|103201|beveiliging algemeen
09203|0416|groothandel en detailhandel|041604|makelaardij, vastgoedkunde
09204|0731|architectuur en stedebouwkunde|073101|planologie
09205|0421|recht|042101|nederlands, algemeen recht, rechterlijke macht
09215|0512|biochemie|051201|biochemie, biologische laboratoriumtechniek
09216|0714|elektronica en industriële automatisering|071403|industriële procesautomatisering
09217|0511|biologie|051101|biologie
09218|0111|onderwijskunde|011101|onderwijskunde
09219|0914|medische diagnostiek en medische technologie|091408|hart-, longfunctie en overige medische techniek
09224|0914|medische diagnostiek en medische technologie|091403|audicien, audiometrie
09225|1041|transport en logistiek|104104|luchtvaart
09232|0732|bouwkunde en civiele techniek|073209|bouwmanagement, aanneming, werkvoorbereiding
09233|0413|management bedrijfs- en personeelswetenschappen|041308|bedrijfstechniek, technische bedrijfsvoering
09234|0710|techniek en technische dienstverlening z.n.d.|071000|techniek en technische dienstverlening z.n.d.
09240|0719|techniek en technische dienstverlening overig|071901|technische industriele vormgeving
09246|0913|verpleeg- en verloskunde|091301|verpleging
09250|0612|ontwerp en beheer van database en netwerken|061201|netwerk- en systeembeheer
09254|0413|management bedrijfs- en personeelswetenschappen|041303|management algemeen, bedrijfskunde
09268|1032|openbare orde en veiligheid|103201|beveiliging algemeen
09271|1015|toerisme en vrijetijdsbesteding|101501|toerisme
09300|0811|landbouw en veeteelt|081101|land(akker)bouw algemeen
09301|0713|elektro- en energietechniek|071303|installatietechniek (elektro) algemeen
09302|0421|recht|042101|nederlands, algemeen recht, rechterlijke macht
09303|0314|sociologie en culturele wetenschappen|031403|cultuurwetenschappen
09304|0512|biochemie|051202|biomedische wetenschappen
09305|0613|softwareontwikkeling en systeemanalyse|061301|informatietechnologie algemeen
09999|0921|gehandicaptenzorg voor volwassenen en bejaarden- en gezinszorg|092103|gehandicaptenzorg, sociaal-pedagogisch werk
11111|0221|theologie, levensbeschouwing|022101|theologie
30001|0414|marketing en public relations|041402|public relations
30002|1013|horeca|101301|horeca algemeen
30003|1015|toerisme en vrijetijdsbesteding|101503|vrijetijdsbesteding, recreatie
30007|0221|theologie, levensbeschouwing|022101|theologie
30008|0500|wiskunde, natuurwetenschappen z.n.d.|050000|wiskunde, natuurwetenschappen z.n.d.
30009|0511|biologie|051101|biologie
30010|0612|ontwerp en beheer van database en netwerken|061203|informatiebeveiliging
30011|0411|financieel management en belastingen|041103|belastingen
30012|0922|jeugdpedagogisch werk en kinderverzorging|092201|jeugdpedagogisch werk en kinderverzorging
30013|0313|psychologie|031301|psychologie
30014|0215|muziek en theater|021502|theater
30015|0714|elektronica en industriële automatisering|071406|computertechniek en computer engineering
30016|0413|management bedrijfs- en personeelswetenschappen|041303|management algemeen, bedrijfskunde
30017|0413|management bedrijfs- en personeelswetenschappen|041303|management algemeen, bedrijfskunde
30018|0716|voertuigtechniek, scheepsbouw- en vliegtuigbouwkunde|071602|auto-, motorfietstechniek
30020|0613|softwareontwikkeling en systeemanalyse|061301|informatietechnologie algemeen
30021|0714|elektronica en industriële automatisering|071404|scheepsradio-, tele- en datacommunicatie
30022|0721|levensmiddelentechnologie|072101|levensmiddelen algemeen
30023|0913|verpleeg- en verloskunde|091302|medische assistentie
30024|0416|groothandel en detailhandel|041603|groothandel, export en overige handel
30025|0413|management bedrijfs- en personeelswetenschappen|041303|management algemeen, bedrijfskunde
30026|0714|elektronica en industriële automatisering|071403|industriële procesautomatisering
30027|0412|financiële dienstverlening|041201|geld- en bankzaken
30028|0731|architectuur en stedebouwkunde|073104|landschapsarchitectuur
30029|0413|management bedrijfs- en personeelswetenschappen|041303|management algemeen, bedrijfskunde
30030|0215|muziek en theater|021502|theater
30031|0413|management bedrijfs- en personeelswetenschappen|041303|management algemeen, bedrijfskunde
30032|0716|voertuigtechniek, scheepsbouw- en vliegtuigbouwkunde|071605|scheepsbouwkunde
30033|0532|aardwetenschappen|053201|geologie, fysische geografie
30034|0413|management bedrijfs- en personeelswetenschappen|041303|management algemeen, bedrijfskunde
30035|0413|management bedrijfs- en personeelswetenschappen|041303|management algemeen, bedrijfskunde
30036|0211|audiovisuele techniek en mediaproductie|021103|multimediadesign en mediatechnologie
30037|0723|textiel-, kleding-, schoenen-, en leervervaardiging|072301|maatkleding, confectie
30038|0731|architectuur en stedebouwkunde|073101|planologie
30039|0914|medische diagnostiek en medische technologie|091408|hart-, longfunctie en overige medische techniek
30040|0211|audiovisuele techniek en mediaproductie|021101|fotografie, film, video
30041|0314|sociologie en culturele wetenschappen|031403|cultuurwetenschappen
30099|0210|kunst z.n.d.|021000|kunst z.n.d.
30100|1041|transport en logistiek|104101|(transport en) logistiek algemeen
30102|0712|milieubescherming en milieutechnologie|071201|milieutechnologie
30103|0412|financiële dienstverlening|041202|verzekeringswezen
30104|0612|ontwerp en beheer van database en netwerken|061204|informatiemanagement
30105|1032|openbare orde en veiligheid|103201|beveiliging algemeen
30106|0719|techniek en technische dienstverlening overig|071901|technische industriele vormgeving
30107|0710|techniek en technische dienstverlening z.n.d.|071000|techniek en technische dienstverlening z.n.d.
30108|0421|recht|042101|nederlands, algemeen recht, rechterlijke macht
30109|0915|therapie en revalidatie|091501|fysiotherapie, bewegingswetenschappen
